pass				
pass				
pass				
pass				
pass				
pass				
Date/Time	Load	Wind	Hydro	Thermal
01/01/12 00:00	5999	218	6161	3479
01/01/12 00:05	5964	213	6223	3417
01/01/12 00:10	5948	206	6216	3373
01/01/12 00:15	5932	200	6219	3372
01/01/12 00:20	5931	218	6215	3368
01/01/12 00:25	5933	241	6218	3368
01/01/12 00:30	5919	270	6209	3375
01/01/12 00:35	5931	290	6236	3346
01/01/12 00:40	5920	284	6216	3341
01/01/12 00:45	5906	273	6201	3356
01/01/12 00:50	5917	283	6224	3349
01/01/12 00:55	5872	323	6114	3304
01/01/12 01:00	5884	340	6081	3253
01/01/12 01:05	5904	339	6061	3251
01/01/12 01:10	5829	331	6029	3250
01/01/12 01:15	5831	332	6020	3266
01/01/12 01:20	5843	357	6020	3259
01/01/12 01:25	5796	339	6005	3261
01/01/12 01:30	5788	324	6019	3272
01/01/12 01:35	5783	314	6015	3293
01/01/12 01:40	5784	296	5983	3313
01/01/12 01:45	5782	323	5977	3306
01/01/12 01:50	5771	341	5976	3278
01/01/12 01:55	5744	371	5859	3304
01/01/12 02:00	5766	405	5795	3326
01/01/12 02:05	5744	432	5753	3318
01/01/12 02:10	5741	444	5764	3301
01/01/12 02:15	5745	430	5747	3306
01/01/12 02:20	5722	427	5769	3314
01/01/12 02:25	5712	408	5762	3332
01/01/12 02:30	5724	403	5791	3330
01/01/12 02:35	5704	418	5770	3339
01/01/12 02:40	5683	416	5764	3332
01/01/12 02:45	5690	404	5761	3331
01/01/12 02:50	5691	394	5764	3335
01/01/12 02:55	5668	402	5763	3346
01/01/12 03:00	5690	392	5704	3341
01/01/12 03:05	5693	378	5751	3349
01/01/12 03:10	5697	343	5684	3351
01/01/12 03:15	5692	359	5676	3349
01/01/12 03:20	5689	371	5716	3357
01/01/12 03:25	5686	402	5715	3356
01/01/12 03:30	5680	400	5709	3342
01/01/12 03:35	5704	361	5721	3358
01/01/12 03:40	5720	343	5691	3361
01/01/12 03:45	5729	333	5697	3363
01/01/12 03:50	5707	308	5698	3359
01/01/12 03:55	5712	299	5732	3354
01/01/12 04:00	5728	306	5726	3342
01/01/12 04:05	5745	295	5765	3349
01/01/12 04:10	5746	290	5807	3342
01/01/12 04:15	5749	285	5804	3342
01/01/12 04:20	5744	266	5813	3343
01/01/12 04:25	5778	260	5836	3339
01/01/12 04:30	5743	269	5840	3342
01/01/12 04:35	5784	303	5847	3339
01/01/12 04:40	5772	321	5812	3343
01/01/12 04:45	5807	316	5852	3345
01/01/12 04:50	5810	312	5794	3346
01/01/12 04:55	5831	320	5879	3343
01/01/12 05:00	5843	341	5916	3330
01/01/12 05:05	5898	337	6047	3352
01/01/12 05:10	5936	325	6076	3321
01/01/12 05:15	5946	309	6092	3343
01/01/12 05:20	5949	312	6095	3339
01/01/12 05:25	5961	306	6084	3340
01/01/12 05:30	6000	287	6091	3340
01/01/12 05:35	6003	267	6092	3340
01/01/12 05:40	6033	267	6079	3342
01/01/12 05:45	6046	269	6068	3345
01/01/12 05:50	6070	262	6095	3336
01/01/12 05:55	6111	258	6438	3254
01/01/12 06:00	6091	276	6663	3189
01/01/12 06:05	6179	288	6912	3165
01/01/12 06:10	6206	313	7082	3137
01/01/12 06:15	6218	301	7111	3128
01/01/12 06:20	6237	300	7086	3133
01/01/12 06:25	6231	287	7046	3134
01/01/12 06:30	6254	266	7090	3138
01/01/12 06:35	6304	235	7129	3163
01/01/12 06:40	6307	231	7123	3162
01/01/12 06:45	6323	245	7102	3169
01/01/12 06:50	6377	291	7084	3155
01/01/12 06:55	6353	324	7209	3141
01/01/12 07:00	6413	356	7244	3136
01/01/12 07:05	6440	386	7292	3115
01/01/12 07:10	6511	412	7243	3102
01/01/12 07:15	6495	432	7225	3085
01/01/12 07:20	6528	406	7236	3076
01/01/12 07:25	6548	385	7244	3086
01/01/12 07:30	6556	374	7247	3105
01/01/12 07:35	6629	376	7251	3112
01/01/12 07:40	6604	371	7261	3102
01/01/12 07:45	6620	344	7273	3131
01/01/12 07:50	6689	329	7263	3133
01/01/12 07:55	6704	330	7581	3123
01/01/12 08:00	6731	336	7628	3139
01/01/12 08:05	6748	344	7651	3197
01/01/12 08:10	6775	359	7698	3182
01/01/12 08:15	6779	357	7658	3193
01/01/12 08:20	6822	370	7644	3191
01/01/12 08:25	6809	374	7644	3190
01/01/12 08:30	6821	371	7628	3197
01/01/12 08:35	6859	389	7670	3195
01/01/12 08:40	6845	381	7645	3184
01/01/12 08:45	6854	362	7681	3202
01/01/12 08:50	6880	355	7690	3206
01/01/12 08:55	6901	355	7769	3236
01/01/12 09:00	6899	341	7753	3299
01/01/12 09:05	6893	335	7750	3334
01/01/12 09:10	6907	324	7799	3351
01/01/12 09:15	6910	320	7790	3358
01/01/12 09:20	6917	305	7834	3369
01/01/12 09:25	6864	295	7777	3360
01/01/12 09:30	6864	288	7826	3375
01/01/12 09:35	6859	290	7818	3373
01/01/12 09:40	6926	286	7861	3369
01/01/12 09:45	6924	294	7815	3365
01/01/12 09:50	6888	299	7822	3365
01/01/12 09:55	6882	297	7841	3374
01/01/12 10:00	6881	285	7793	3370
01/01/12 10:05	6873	294	7760	3376
01/01/12 10:10	6893	310	7722	3356
01/01/12 10:15	6870	322	7718	3350
01/01/12 10:20	6859	339	7686	3343
01/01/12 10:25	6844	361	7636	3336
01/01/12 10:30	6827	394	7618	3311
01/01/12 10:35	6851	411	7644	3304
01/01/12 10:40	6804	400	7655	3292
01/01/12 10:45	6768	404	7651	3298
01/01/12 10:50	6771	374	7671	3324
01/01/12 10:55	6746	341	7535	3345
01/01/12 11:00	6731	342	7511	3354
01/01/12 11:05	6733	352	7476	3356
01/01/12 11:10	6716	390	7491	3337
01/01/12 11:15	6710	406	7458	3317
01/01/12 11:20	6720	400	7465	3320
01/01/12 11:25	6689	398	7459	3340
01/01/12 11:30	6698	386	7434	3335
01/01/12 11:35	6679	381	7430	3361
01/01/12 11:40	6653	394	7506	3341
01/01/12 11:45	6656	388	7470	3321
01/01/12 11:50	6613	403	7446	3303
01/01/12 11:55	6623	385	7354	3278
01/01/12 12:00	6598	342	7355	3247
01/01/12 12:05	6599	325	7272	3206
01/01/12 12:10	6596	335	7181	3181
01/01/12 12:15	6570	325	7128	3183
01/01/12 12:20	6559	324	7140	3192
01/01/12 12:25	6557	325	7141	3190
01/01/12 12:30	6569	348	7112	3189
01/01/12 12:35	6543	362	7098	3194
01/01/12 12:40	6553	393	7091	3189
01/01/12 12:45	6612	440	7124	3150
01/01/12 12:50	6725	432	7175	3142
01/01/12 12:55	6688	440	7186	3161
01/01/12 13:00	6682	475	7113	3143
01/01/12 13:05	6711	497	7169	3136
01/01/12 13:10	6800	500	7155	3141
01/01/12 13:15	6786	481	7191	3148
01/01/12 13:20	6780	520	7190	3128
01/01/12 13:25	6755	569	7182	3107
01/01/12 13:30	6743	575	7171	3102
01/01/12 13:35	6728	533	7144	3139
01/01/12 13:40	6691	542	7111	3145
01/01/12 13:45	6675	605	7112	3136
01/01/12 13:50	6663	658	7119	3107
01/01/12 13:55	6642	681	6995	3067
01/01/12 14:00	6651	671	7068	3084
01/01/12 14:05	6624	642	7136	3083
01/01/12 14:10	6618	641	7202	3098
01/01/12 14:15	6602	632	7218	3120
01/01/12 14:20	6610	705	7232	3094
01/01/12 14:25	6636	805	7204	3061
01/01/12 14:30	6611	877	7226	3064
01/01/12 14:35	6612	862	7201	3063
01/01/12 14:40	6607	842	7214	3062
01/01/12 14:45	6572	803	7230	3052
01/01/12 14:50	6573	829	7205	3048
01/01/12 14:55	6549	830	7025	3064
01/01/12 15:00	6566	847	6965	3094
01/01/12 15:05	6582	849	7019	3079
01/01/12 15:10	6565	869	7047	3073
01/01/12 15:15	6565	887	6964	3083
01/01/12 15:20	6576	881	6962	3082
01/01/12 15:25	6583	911	6981	3080
01/01/12 15:30	6550	950	6963	3079
01/01/12 15:35	6561	956	6997	3082
01/01/12 15:40	6557	964	6993	3088
01/01/12 15:45	6624	968	7022	3079
01/01/12 15:50	6635	954	7013	3086
01/01/12 15:55	6656	941	7402	3104
01/01/12 16:00	6674	956	7789	3127
01/01/12 16:05	6722	965	8069	3224
01/01/12 16:10	6754	977	8431	3260
01/01/12 16:15	6814	978	8573	3267
01/01/12 16:20	6833	956	8561	3270
01/01/12 16:25	6895	935	8572	3274
01/01/12 16:30	6972	959	8575	3274
01/01/12 16:35	7026	968	8593	3278
01/01/12 16:40	7086	970	8563	3282
01/01/12 16:45	7133	953	8604	3287
01/01/12 16:50	7202	930	8672	3288
01/01/12 16:55	7279	935	9366	3287
01/01/12 17:00	7314	956	9674	3268
01/01/12 17:05	7309	951	10150	3258
01/01/12 17:10	7339	948	10543	3258
01/01/12 17:15	7404	924	10772	3255
01/01/12 17:20	7412	916	10758	3253
01/01/12 17:25	7427	912	10702	3258
01/01/12 17:30	7425	916	10699	3248
01/01/12 17:35	7429	919	10725	3248
01/01/12 17:40	7419	919	10697	3250
01/01/12 17:45	7432	902	10698	3247
01/01/12 17:50	7422	878	10718	3252
01/01/12 17:55	7402	873	10686	3243
01/01/12 18:00	7402	878	10741	3238
01/01/12 18:05	7442	821	10748	3249
01/01/12 18:10	7405	796	10788	3245
01/01/12 18:15	7442	773	10775	3251
01/01/12 18:20	7407	746	10729	3250
01/01/12 18:25	7422	736	10729	3255
01/01/12 18:30	7424	691	10781	3251
01/01/12 18:35	7392	648	10776	3268
01/01/12 18:40	7362	621	10803	3279
01/01/12 18:45	7389	583	10778	3293
01/01/12 18:50	7375	541	10800	3317
01/01/12 18:55	7382	527	10716	3334
01/01/12 19:00	7356	509	10631	3338
01/01/12 19:05	7344	486	10407	3346
01/01/12 19:10	7338	466	10296	3353
01/01/12 19:15	7320	451	10240	3349
01/01/12 19:20	7293	431	10228	3348
01/01/12 19:25	7290	398	10238	3341
01/01/12 19:30	7262	362	10226	3345
01/01/12 19:35	7239	330	10191	3358
01/01/12 19:40	7240	299	10182	3379
01/01/12 19:45	7242	282	10179	3402
01/01/12 19:50	7216	271	10187	3406
01/01/12 19:55	7239	253	9947	3384
01/01/12 20:00	7166	240	9816	3368
01/01/12 20:05	7178	233	9598	3339
01/01/12 20:10	7181	230	9450	3339
01/01/12 20:15	7167	222	9399	3378
01/01/12 20:20	7135	213	9415	3379
01/01/12 20:25	7127	198	9408	3380
01/01/12 20:30	7130	189	9396	3388
01/01/12 20:35	7100	175	9351	3402
01/01/12 20:40	7079	166	9367	3409
01/01/12 20:45	7042	160	9352	3410
01/01/12 20:50	7056	154	9367	3403
01/01/12 20:55	7057	150	9045	3392
01/01/12 21:00	7005	146	8663	3377
01/01/12 21:05	6953	140	8358	3361
01/01/12 21:10	6965	135	8030	3353
01/01/12 21:15	6923	129	7914	3357
01/01/12 21:20	6901	134	7884	3371
01/01/12 21:25	6878	131	7870	3357
01/01/12 21:30	6829	124	7824	3357
01/01/12 21:35	6827	126	7848	3358
01/01/12 21:40	6820	121	7836	3356
01/01/12 21:45	6781	121	7818	3361
01/01/12 21:50	6740	112	7827	3369
01/01/12 21:55	6738	107	7621	3377
01/01/12 22:00	6653	103	7448	3404
01/01/12 22:05	6587	103	7166	3418
01/01/12 22:10	6598	109	7078	3415
01/01/12 22:15	6496	116	6856	3421
01/01/12 22:20	6517	119	6893	3428
01/01/12 22:25	6471	120	6830	3419
01/01/12 22:30	6449	126	6818	3419
01/01/12 22:35	6453	135	6775	3421
01/01/12 22:40	6406	133	6795	3414
01/01/12 22:45	6365	131	6789	3422
01/01/12 22:50	6358	135	6802	3414
01/01/12 22:55	6298	131	6697	3417
01/01/12 23:00	6268	132	6600	3418
01/01/12 23:05	6233	124	6517	3418
01/01/12 23:10	6230	120	6537	3418
01/01/12 23:15	6198	118	6232	3419
01/01/12 23:20	6175	112	6292	3419
01/01/12 23:25	6149	108	6244	3422
01/01/12 23:30	6108	105	6239	3421
01/01/12 23:35	6066	95	6261	3425
01/01/12 23:40	6062	93	6254	3411
01/01/12 23:45	6059	87	6201	3413
01/01/12 23:50	6041	77	6217	3404
01/01/12 23:55	6027	67	6281	3420
01/02/12 00:00	6004	63	6207	3424
01/02/12 00:05	5968	67	6168	3414
01/02/12 00:10	5941	66	6172	3417
01/02/12 00:15	5964	70	6155	3410
01/02/12 00:20	5942	69	6126	3410
01/02/12 00:25	5907	67	6164	3410
01/02/12 00:30	5909	68	6159	3413
01/02/12 00:35	5944	66	6157	3410
01/02/12 00:40	5931	68	6162	3407
01/02/12 00:45	5890	67	6148	3420
01/02/12 00:50	5895	65	6133	3418
01/02/12 00:55	5896	60	6002	3417
01/02/12 01:00	5871	64	5925	3418
01/02/12 01:05	5853	66	5807	3412
01/02/12 01:10	5828	67	5700	3411
01/02/12 01:15	5864	63	5560	3401
01/02/12 01:20	5844	60	5540	3400
01/02/12 01:25	5853	55	5640	3404
01/02/12 01:30	5853	54	5631	3402
01/02/12 01:35	5820	51	5602	3403
01/02/12 01:40	5808	52	5599	3400
01/02/12 01:45	5846	48	5578	3396
01/02/12 01:50	5823	45	5609	3398
01/02/12 01:55	5827	47	5729	3400
01/02/12 02:00	5839	49	5712	3403
01/02/12 02:05	5842	52	5726	3400
01/02/12 02:10	5853	54	5757	3401
01/02/12 02:15	5831	51	5763	3403
01/02/12 02:20	5861	47	5760	3408
01/02/12 02:25	5862	46	5772	3412
01/02/12 02:30	5830	46	5750	3414
01/02/12 02:35	5841	45	5771	3422
01/02/12 02:40	5881	51	5767	3412
01/02/12 02:45	5879	51	5736	3408
01/02/12 02:50	5857	48	5750	3405
01/02/12 02:55	5875	51	5788	3413
01/02/12 03:00	5877	51	5782	3415
01/02/12 03:05	5917	51	5815	3412
01/02/12 03:10	5938	55	5798	3416
01/02/12 03:15	5918	56	5849	3404
01/02/12 03:20	5936	57	5819	3406
01/02/12 03:25	5929	58	5821	3407
01/02/12 03:30	5958	56	5822	3410
01/02/12 03:35	5955	53	5819	3402
01/02/12 03:40	5959	49	5827	3402
01/02/12 03:45	5983	46	5827	3411
01/02/12 03:50	6013	46	5841	3411
01/02/12 03:55	6035	40	5915	3413
01/02/12 04:00	6043	37	6020	3410
01/02/12 04:05	6083	33	6150	3421
01/02/12 04:10	6116	31	6191	3419
01/02/12 04:15	6133	35	6200	3422
01/02/12 04:20	6140	33	6221	3417
01/02/12 04:25	6184	30	6236	3420
01/02/12 04:30	6182	29	6248	3416
01/02/12 04:35	6204	28	6238	3421
01/02/12 04:40	6247	28	6219	3427
01/02/12 04:45	6264	26	6214	3428
01/02/12 04:50	6318	25	6241	3420
01/02/12 04:55	6321	27	6455	3415
01/02/12 05:00	6391	24	6640	3416
01/02/12 05:05	6440	27	6791	3409
01/02/12 05:10	6481	27	6865	3412
01/02/12 05:15	6548	27	6917	3417
01/02/12 05:20	6556	33	6956	3421
01/02/12 05:25	6550	37	6984	3416
01/02/12 05:30	6605	39	6994	3413
01/02/12 05:35	6625	34	7004	3416
01/02/12 05:40	6695	36	7018	3413
01/02/12 05:45	6716	33	7010	3416
01/02/12 05:50	6600	32	6992	3415
01/02/12 05:55	6512	35	7059	3422
01/02/12 06:00	6432	39	6998	3415
01/02/12 06:05	6533	40	7330	3418
01/02/12 06:10	6570	44	7462	3407
01/02/12 06:15	6611	48	7589	3405
01/02/12 06:20	6660	47	7608	3403
01/02/12 06:25	6656	46	7590	3400
01/02/12 06:30	6703	51	7556	3398
01/02/12 06:35	6745	49	7612	3400
01/02/12 06:40	6754	41	7619	3408
01/02/12 06:45	6790	36	7619	3413
01/02/12 06:50	6821	34	7645	3412
01/02/12 06:55	6841	40	7830	3409
01/02/12 07:00	6865	42	7814	3414
01/02/12 07:05	6920	42	7932	3417
01/02/12 07:10	6960	42	8002	3413
01/02/12 07:15	7021	37	7985	3405
01/02/12 07:20	7035	31	7965	3411
01/02/12 07:25	7024	26	7959	3410
01/02/12 07:30	7121	27	8007	3409
01/02/12 07:35	7071	33	8037	3410
01/02/12 07:40	7092	30	8006	3406
01/02/12 07:45	7099	25	7991	3407
01/02/12 07:50	7183	21	7996	3413
01/02/12 07:55	7146	18	8320	3410
01/02/12 08:00	7193	17	8497	3412
01/02/12 08:05	7190	15	8684	3411
01/02/12 08:10	7273	17	8919	3426
01/02/12 08:15	7301	19	8916	3415
01/02/12 08:20	7286	20	8948	3416
01/02/12 08:25	7288	29	8954	3418
01/02/12 08:30	7289	47	8940	3428
01/02/12 08:35	7367	56	8971	3417
01/02/12 08:40	7395	56	8962	3422
01/02/12 08:45	7392	70	9028	3428
01/02/12 08:50	7404	79	9042	3429
01/02/12 08:55	7417	87	9172	3438
01/02/12 09:00	7417	86	9180	3451
01/02/12 09:05	7439	81	9228	3454
01/02/12 09:10	7461	72	9221	3456
01/02/12 09:15	7468	50	9225	3451
01/02/12 09:20	7444	56	9229	3444
01/02/12 09:25	7408	55	9246	3452
01/02/12 09:30	7509	48	9321	3457
01/02/12 09:35	7467	40	9259	3446
01/02/12 09:40	7522	36	9270	3444
01/02/12 09:45	7549	37	9254	3448
01/02/12 09:50	7473	34	9249	3447
01/02/12 09:55	7534	30	9295	3453
01/02/12 10:00	7539	28	9237	3462
01/02/12 10:05	7574	24	9173	3485
01/02/12 10:10	7574	23	9094	3487
01/02/12 10:15	7548	23	9128	3497
01/02/12 10:20	7564	17	9114	3495
01/02/12 10:25	7548	14	9102	3489
01/02/12 10:30	7503	11	9122	3492
01/02/12 10:35	7459	13	9106	3485
01/02/12 10:40	7452	14	9083	3488
01/02/12 10:45	7491	11	9120	3486
01/02/12 10:50	7468	10	9076	3488
01/02/12 10:55	7454	9	8994	3502
01/02/12 11:00	7437	6	8962	3542
01/02/12 11:05	7444	6	8953	3559
01/02/12 11:10	7454	7	8999	3562
01/02/12 11:15	7422	9	8982	3570
01/02/12 11:20	7394	9	9024	3569
01/02/12 11:25	7402	9	9010	3567
01/02/12 11:30	7399	8	9061	3562
01/02/12 11:35	7437	10	9019	3558
01/02/12 11:40	7319	17	9023	3557
01/02/12 11:45	7376	24	8991	3560
01/02/12 11:50	7387	38	8991	3559
01/02/12 11:55	7337	71	8858	3550
01/02/12 12:00	7337	114	8897	3508
01/02/12 12:05	7282	126	8865	3488
01/02/12 12:10	7257	172	8887	3473
01/02/12 12:15	7245	228	8880	3455
01/02/12 12:20	7172	281	8864	3400
01/02/12 12:25	7122	280	8852	3395
01/02/12 12:30	7165	242	8849	3420
01/02/12 12:35	7161	195	8895	3420
01/02/12 12:40	7134	120	8913	3458
01/02/12 12:45	7110	68	8936	3458
01/02/12 12:50	7064	40	8879	3454
01/02/12 12:55	7088	41	8721	3434
01/02/12 13:00	7003	54	8694	3413
01/02/12 13:05	7108	90	8520	3408
01/02/12 13:10	7072	103	8466	3407
01/02/12 13:15	6997	87	8435	3404
01/02/12 13:20	7025	65	8436	3408
01/02/12 13:25	7050	48	8431	3409
01/02/12 13:30	7006	32	8417	3415
01/02/12 13:35	6999	34	8403	3404
01/02/12 13:40	6960	36	8427	3406
01/02/12 13:45	6931	38	8457	3407
01/02/12 13:50	6944	38	8448	3408
01/02/12 13:55	6855	44	8160	3417
01/02/12 14:00	6858	54	8111	3410
01/02/12 14:05	6885	62	8072	3413
01/02/12 14:10	6848	69	8020	3409
01/02/12 14:15	6878	73	8029	3409
01/02/12 14:20	6858	86	7990	3407
01/02/12 14:25	6839	105	7985	3404
01/02/12 14:30	6824	116	7960	3406
01/02/12 14:35	6846	116	7951	3407
01/02/12 14:40	6797	133	7921	3403
01/02/12 14:45	6831	150	7926	3400
01/02/12 14:50	6807	169	7917	3395
01/02/12 14:55	6779	174	7758	3391
01/02/12 15:00	6794	183	7793	3397
01/02/12 15:05	6839	195	7854	3394
01/02/12 15:10	6861	199	7918	3387
01/02/12 15:15	6864	197	7895	3403
01/02/12 15:20	6874	217	7921	3397
01/02/12 15:25	6887	232	7922	3382
01/02/12 15:30	6897	241	7912	3388
01/02/12 15:35	6919	247	7970	3399
01/02/12 15:40	6947	224	7955	3394
01/02/12 15:45	6975	201	7951	3394
01/02/12 15:50	7036	212	8026	3400
01/02/12 15:55	6954	207	8348	3428
01/02/12 16:00	6994	202	8821	3473
01/02/12 16:05	7045	212	9126	3512
01/02/12 16:10	7071	222	9528	3521
01/02/12 16:15	7165	236	9731	3541
01/02/12 16:20	7179	232	9708	3536
01/02/12 16:25	7242	233	9672	3532
01/02/12 16:30	7268	234	9695	3537
01/02/12 16:35	7328	250	9752	3531
01/02/12 16:40	7317	256	9667	3541
01/02/12 16:45	7339	248	9721	3529
01/02/12 16:50	7382	231	9791	3528
01/02/12 16:55	7346	226	10308	3585
01/02/12 17:00	7440	236	10413	3646
01/02/12 17:05	7398	252	10518	3729
01/02/12 17:10	7495	286	10727	3786
01/02/12 17:15	7509	320	11027	3792
01/02/12 17:20	7460	342	10970	3771
01/02/12 17:25	7562	340	10930	3786
01/02/12 17:30	7516	313	10865	3800
01/02/12 17:35	7425	311	10848	3803
01/02/12 17:40	7486	317	10871	3804
01/02/12 17:45	7466	326	10871	3803
01/02/12 17:50	7528	343	10902	3799
01/02/12 17:55	7552	352	10818	3793
01/02/12 18:00	7480	384	10873	3756
01/02/12 18:05	7483	397	10771	3679
01/02/12 18:10	7488	420	10778	3660
01/02/12 18:15	7476	448	10655	3659
01/02/12 18:20	7535	464	10678	3648
01/02/12 18:25	7495	511	10629	3652
01/02/12 18:30	7484	504	10624	3654
01/02/12 18:35	7444	519	10623	3642
01/02/12 18:40	7457	550	10622	3643
01/02/12 18:45	7430	600	10637	3651
01/02/12 18:50	7400	648	10647	3649
01/02/12 18:55	7398	704	10246	3661
01/02/12 19:00	7358	755	10086	3659
01/02/12 19:05	7291	686	10116	3656
01/02/12 19:10	7286	680	9997	3652
01/02/12 19:15	7328	716	9989	3638
01/02/12 19:20	7298	774	9895	3631
01/02/12 19:25	7275	828	9873	3635
01/02/12 19:30	7211	914	9832	3621
01/02/12 19:35	7185	988	9824	3560
01/02/12 19:40	7255	1056	9877	3526
01/02/12 19:45	7207	1095	9866	3519
01/02/12 19:50	7182	1121	9847	3514
01/02/12 19:55	7165	1146	9493	3527
01/02/12 20:00	7066	1118	9439	3589
01/02/12 20:05	7115	1101	9466	3589
01/02/12 20:10	7040	1027	9381	3594
01/02/12 20:15	6990	1002	9367	3616
01/02/12 20:20	6989	976	9289	3624
01/02/12 20:25	6964	982	9242	3595
01/02/12 20:30	6925	960	9242	3605
01/02/12 20:35	6883	957	9272	3600
01/02/12 20:40	6869	937	9261	3603
01/02/12 20:45	6833	909	9227	3600
01/02/12 20:50	6787	915	9218	3611
01/02/12 20:55	6790	940	8919	3525
01/02/12 21:00	6766	928	8530	3416
01/02/12 21:05	6754	903	8028	3358
01/02/12 21:10	6715	897	7589	3371
01/02/12 21:15	6689	871	7161	3369
01/02/12 21:20	6647	856	7242	3378
01/02/12 21:25	6624	828	7244	3423
01/02/12 21:30	6591	779	7197	3443
01/02/12 21:35	6441	738	7111	3439
01/02/12 21:40	6422	706	7120	3435
01/02/12 21:45	6387	669	7138	3439
01/02/12 21:50	6405	644	7197	3448
01/02/12 21:55	6357	631	7184	3375
01/02/12 22:00	6391	590	7120	3379
01/02/12 22:05	6275	543	7035	3375
01/02/12 22:10	6263	537	6988	3364
01/02/12 22:15	6226	539	6942	3356
01/02/12 22:20	6196	547	6864	3354
01/02/12 22:25	6134	553	6842	3359
01/02/12 22:30	6050	559	6861	3363
01/02/12 22:35	5973	567	6797	3359
01/02/12 22:40	6021	568	6568	3370
01/02/12 22:45	5886	576	6465	3361
01/02/12 22:50	5867	564	6408	3367
01/02/12 22:55	5923	577	6299	3322
01/02/12 23:00	5803	597	5990	3238
01/02/12 23:05	5836	641	5882	3187
01/02/12 23:10	5778	666	5621	3198
01/02/12 23:15	5755	664	5573	3195
01/02/12 23:20	5715	679	5548	3198
01/02/12 23:25	5703	691	5469	3202
01/02/12 23:30	5667	695	5448	3207
01/02/12 23:35	5580	701	5431	3204
01/02/12 23:40	5631	717	5367	3203
01/02/12 23:45	5534	721	5303	3219
01/02/12 23:50	5527	728	5287	3202
01/02/12 23:55	5498	703	5190	3127
01/03/12 00:00	5521	710	5064	3066
01/03/12 00:05	5490	715	4918	2977
01/03/12 00:10	5468	723	4764	2940
01/03/12 00:15	5406	707	4706	2936
01/03/12 00:20	5422	698	4742	2934
01/03/12 00:25	5457	714	4715	2935
01/03/12 00:30	5430	711	4670	2931
01/03/12 00:35	5383	699	4708	2933
01/03/12 00:40	5407	697	4704	2941
01/03/12 00:45	5370	714	4622	2943
01/03/12 00:50	5333	748	4554	2942
01/03/12 00:55	5326	773	4547	2935
01/03/12 01:00	5340	718	4526	2940
01/03/12 01:05	5366	762	4537	2940
01/03/12 01:10	5340	814	4572	2933
01/03/12 01:15	5359	809	4573	2929
01/03/12 01:20	5314	816	4525	2935
01/03/12 01:25	5327	806	4614	2935
01/03/12 01:30	5314	773	4613	2936
01/03/12 01:35	5330	763	4636	2941
01/03/12 01:40	5331	802	4624	2932
01/03/12 01:45	5355	789	4622	2936
01/03/12 01:50	5311	777	4633	2935
01/03/12 01:55	5274	801	4506	2925
01/03/12 02:00	5313	795	4374	2941
01/03/12 02:05	5321	779	4325	2930
01/03/12 02:10	5296	758	4223	2931
01/03/12 02:15	5247	764	4167	2928
01/03/12 02:20	5315	724	4174	2933
01/03/12 02:25	5329	701	4205	2929
01/03/12 02:30	5323	704	4208	2929
01/03/12 02:35	5295	708	4199	2934
01/03/12 02:40	5318	717	4185	2937
01/03/12 02:45	5295	694	4176	2930
01/03/12 02:50	5302	689	4173	2930
01/03/12 02:55	5266	704	4130	2926
01/03/12 03:00	5247	702	4183	2932
01/03/12 03:05	5261	667	4244	2937
01/03/12 03:10	5303	675	4304	2932
01/03/12 03:15	5344	641	4322	2940
01/03/12 03:20	5362	605	4312	2960
01/03/12 03:25	5319	571	4331	2968
01/03/12 03:30	5342	520	4334	2970
01/03/12 03:35	5376	484	4348	2958
01/03/12 03:40	5407	443	4337	2961
01/03/12 03:45	5393	424	4338	2960
01/03/12 03:50	5354	425	4345	2963
01/03/12 03:55	5364	424	4618	2966
01/03/12 04:00	5393	439	4807	2970
01/03/12 04:05	5447	439	5064	2961
01/03/12 04:10	5462	450	5210	2946
01/03/12 04:15	5575	451	5225	2939
01/03/12 04:20	5526	447	5196	2932
01/03/12 04:25	5543	424	5211	2937
01/03/12 04:30	5633	417	5228	2947
01/03/12 04:35	5687	400	5232	2947
01/03/12 04:40	5708	375	5209	2955
01/03/12 04:45	5699	356	5235	2962
01/03/12 04:50	5770	328	5588	2980
01/03/12 04:55	5823	307	5752	2981
01/03/12 05:00	5881	295	5790	3009
01/03/12 05:05	5974	273	5908	3016
01/03/12 05:10	6043	257	6047	3020
01/03/12 05:15	6020	244	6044	3008
01/03/12 05:20	6116	228	6012	3018
01/03/12 05:25	6123	199	6052	3016
01/03/12 05:30	6220	183	6068	3018
01/03/12 05:35	6231	168	6097	3019
01/03/12 05:40	6341	153	6347	3020
01/03/12 05:45	6382	144	6305	3024
01/03/12 05:50	6466	136	6377	3051
01/03/12 05:55	6473	132	7072	3130
01/03/12 06:00	6531	136	7810	3239
01/03/12 06:05	6682	145	8553	3345
01/03/12 06:10	6803	153	9190	3425
01/03/12 06:15	6889	155	9578	3425
01/03/12 06:20	6949	166	9526	3415
01/03/12 06:25	6946	169	9481	3416
01/03/12 06:30	6938	164	9492	3413
01/03/12 06:35	7036	156	9535	3418
01/03/12 06:40	7103	158	9583	3420
01/03/12 06:45	7158	168	9560	3411
01/03/12 06:50	7229	167	9634	3413
01/03/12 06:55	7265	151	10097	3415
01/03/12 07:00	7188	132	10084	3405
01/03/12 07:05	7226	135	10240	3402
01/03/12 07:10	7209	139	10321	3405
01/03/12 07:15	7311	138	10333	3401
